cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
1d,2024,W2,ARBUSDT,0.1154,"SMA(5,50)",5,50,1.2609,0.1154,1.0
1d,2024,W2,APTUSDT,0.0996,"SMA(5,50)",5,50,0.5746,0.1707,1.0
1d,2024,W2,DYDXUSDT,0.0869,"EMA(20,100)",20,100,0.2308,0.1683,1.0
1d,2024,W2,CHZUSDT,0.0758,"EMA(20,50)",20,50,0.3042,0.1136,1.0
1d,2024,W2,TRXUSDT,0.0673,"EMA(20,100)",20,100,0.7808,0.0818,1.0
1d,2024,W2,ETHUSDT,0.061,"EMA(10,20)",10,20,0.4882,0.061,1.0
1d,2024,W2,JSTUSDT,0.0437,"EMA(10,100)",10,100,0.3431,0.0807,1.0
1d,2024,W2,LINKUSDT,0.0431,"SMA(5,100)",5,100,1.1369,0.0754,1.0
1d,2024,W2,LDOUSDT,0.0359,"EMA(20,100)",20,100,0.7732,0.0359,1.0
1d,2024,W2,LTCUSDT,0.0312,"SMA(5,20)",5,20,-0.0299,0.043,0.0
1d,2024,W2,SUPERUSDT,0.0195,"EMA(5,50)",5,50,5.8759,0.0948,1.0
1d,2024,W2,OPUSDT,0.0181,"EMA(10,20)",10,20,1.5555,0.0181,1.0
1d,2024,W2,UNIUSDT,0.0169,"EMA(10,50)",10,50,0.3467,0.0514,1.0
1d,2024,W2,PEPEUSDT,0.0084,"SMA(20,100)",20,100,0.1009,0.0084,1.0
1d,2024,W2,AAVEUSDT,0.0061,"SMA(20,50)",20,50,0.6411,0.0335,1.0
1d,2024,W2,ATOMUSDT,0.0017,"SMA(20,50)",20,50,0.2871,0.0326,1.0
1d,2024,W3,CHZUSDT,0.0837,"EMA(20,50)",20,50,0.5187,0.0837,1.0
1d,2024,W3,DOGEUSDT,0.0519,"SMA(20,100)",20,100,0.2373,0.0932,1.0
1d,2024,W3,LTCUSDT,0.0367,"SMA(10,20)",10,20,0.0321,0.0541,0.5933
1d,2024,W3,LINKUSDT,0.014,"SMA(5,100)",5,100,1.2305,0.0503,1.0
1d,2024,W3,FLOKIUSDT,0.012,"EMA(20,100)",20,100,0.2046,0.0629,1.0
1d,2024,W3,BNBUSDT,0.0025,"SMA(5,100)",5,100,0.4278,0.0291,1.0
1d,2024,W3,TRXUSDT,0.002,"EMA(20,100)",20,100,0.7449,0.0081,1.0
1d,2024,W3,SUPERUSDT,-0.0078,"EMA(5,50)",5,50,6.5844,0.0034,1.0
1d,2024,W3,BTCUSDT,-0.0225,"EMA(10,50)",10,50,0.5107,0.0062,1.0
1d,2024,W3,SHIBUSDT,-0.023,"SMA(10,100)",10,100,0.1957,0.0152,1.0
1d,2024,W3,ETHUSDT,-0.023,"EMA(10,20)",10,20,0.4765,0.0,0.0
1d,2024,W3,JSTUSDT,-0.0269,"EMA(20,100)",20,100,0.0699,0.0164,1.0
1d,2024,W3,DYDXUSDT,-0.0272,"EMA(20,100)",20,100,0.1877,0.0,0.0
1d,2024,W3,HBARUSDT,-0.0308,"EMA(5,100)",5,100,0.4253,0.0027,1.0
1d,2024,W3,BLURUSDT,-0.0325,"SMA(20,50)",20,50,0.0952,0.0,0.0
1d,2024,W3,SOLUSDT,-0.0347,"EMA(5,50)",5,50,3.263,0.0,0.0
1d,2024,W3,ENJUSDT,-0.0407,"SMA(10,100)",10,100,0.0875,0.0069,1.0
1d,2024,W3,UNIUSDT,-0.045,"EMA(10,50)",10,50,0.3567,0.009,1.0
1d,2024,W3,ADAUSDT,-0.0483,"SMA(5,100)",5,100,0.7967,0.0016,1.0
1d,2024,W3,AAVEUSDT,-0.0511,"EMA(5,100)",5,100,0.5135,0.0,0.0
1d,2024,W3,ARUSDT,-0.0512,"SMA(5,100)",5,100,1.0708,0.0,0.0
1d,2024,W4,PROMUSDT,0.3296,"SMA(5,50)",5,50,0.7188,0.3319,1.0
1d,2024,W4,SUIUSDT,0.2452,"EMA(10,20)",10,20,2.0875,0.2452,1.0
1d,2024,W4,AVAXUSDT,0.1803,"SMA(5,100)",5,100,2.2911,0.1803,1.0
1d,2024,W4,ICPUSDT,0.1781,"SMA(5,50)",5,50,3.0169,0.1781,1.0
1d,2024,W4,LDOUSDT,0.1639,"EMA(20,100)",20,100,0.7277,0.1739,1.0
1d,2024,W4,SOLUSDT,0.1461,"EMA(5,50)",5,50,3.4927,0.1461,1.0
1d,2024,W4,TIAUSDT,0.1183,"EMA(5,20)",5,20,0.0317,0.1239,0.2555
1d,2024,W4,CHZUSDT,0.1148,"EMA(20,50)",20,50,0.6161,0.1148,1.0
1d,2024,W4,APTUSDT,0.103,"SMA(10,100)",10,100,0.3503,0.103,1.0
1d,2024,W4,SEIUSDT,0.1009,"SMA(5,50)",5,50,4.5881,0.1009,1.0
1d,2024,W4,NEARUSDT,0.0896,"SMA(5,100)",5,100,1.3651,0.0896,1.0
1d,2024,W4,SUPERUSDT,0.0861,"EMA(5,50)",5,50,6.7506,0.1041,1.0
1d,2024,W4,DOTUSDT,0.0856,"EMA(5,100)",5,100,0.5425,0.0856,1.0
1d,2024,W4,FETUSDT,0.0799,"SMA(5,100)",5,100,1.3987,0.0799,1.0
1d,2024,W4,INJUSDT,0.0744,"EMA(5,50)",5,50,3.8159,0.1419,1.0
1d,2024,W4,MOVRUSDT,0.0674,"SMA(5,50)",5,50,4.5383,0.0674,1.0
1d,2024,W4,ARBUSDT,0.0656,"SMA(5,50)",5,50,1.0028,0.0656,1.0
1d,2024,W4,BTCUSDT,0.0619,"EMA(20,50)",20,50,0.5042,0.0619,1.0
1d,2024,W4,ARKMUSDT,0.0348,"SMA(5,100)",5,100,0.3571,0.0505,1.0
1d,2024,W4,FILUSDT,0.0314,"EMA(10,100)",10,100,0.3884,0.0617,1.0
1d,2024,W4,HBARUSDT,0.028,"EMA(5,100)",5,100,0.3875,0.0397,1.0
1d,2024,W4,ATOMUSDT,0.0275,"SMA(20,100)",20,100,0.1135,0.0275,1.0
1d,2025,W1,INJUSDT,0.1597,"SMA(5,20)",5,20,-0.0633,0.1597,0.0
1d,2025,W1,RENDERUSDT,0.1276,"SMA(5,100)",5,100,0.4367,0.1276,1.0
1d,2025,W1,SUIUSDT,0.1167,"SMA(5,50)",5,50,4.3801,0.1167,1.0
1d,2025,W1,ARBUSDT,0.0997,"SMA(20,100)",20,100,0.3402,0.0997,1.0
1d,2025,W1,ENAUSDT,0.0801,"SMA(5,50)",5,50,2.6872,0.0801,1.0
1d,2025,W1,ADAUSDT,0.0744,"SMA(5,100)",5,100,1.4325,0.0744,1.0
1d,2025,W1,APTUSDT,0.0721,"SMA(5,20)",5,20,-0.0482,0.0721,0.0
1d,2025,W1,DOGEUSDT,0.071,"SMA(20,100)",20,100,2.1125,0.071,1.0
1d,2025,W1,FETUSDT,0.0689,"SMA(5,20)",5,20,-0.053,0.0689,0.0
1d,2025,W1,ICPUSDT,0.0469,"SMA(5,100)",5,100,0.2859,0.0469,1.0
1d,2025,W1,FILUSDT,0.0453,"SMA(5,100)",5,100,0.3221,0.0453,1.0
1d,2025,W1,WLDUSDT,0.0417,"SMA(5,20)",5,20,-0.0361,0.0417,0.0
1d,2025,W1,SOLUSDT,0.0409,"EMA(20,100)",20,100,0.3058,0.0409,1.0
1d,2025,W1,OPUSDT,0.0396,"SMA(5,100)",5,100,-0.0838,0.0396,0.0
1d,2025,W1,BONKUSDT,0.038,"SMA(20,100)",20,100,0.4189,0.038,1.0
1d,2025,W1,ATOMUSDT,0.0372,"SMA(5,100)",5,100,0.4141,0.0372,1.0
1d,2025,W1,AVAXUSDT,0.036,"SMA(5,100)",5,100,0.4319,0.036,1.0
1d,2025,W1,JSTUSDT,0.0281,"SMA(20,100)",20,100,0.4268,0.0281,1.0
1d,2025,W1,BTCUSDT,0.0241,"EMA(5,50)",5,50,0.5506,0.0241,1.0
1d,2025,W1,DEXEUSDT,0.0225,"SMA(20,100)",20,100,0.866,0.0225,1.0
1d,2025,W1,TAOUSDT,0.0182,"SMA(5,20)",5,20,-0.096,0.0182,0.0
1d,2025,W1,NEARUSDT,0.0161,"SMA(5,20)",5,20,-0.0742,0.0161,0.0
1d,2025,W1,ENJUSDT,0.0082,"SMA(5,100)",5,100,0.4039,0.0082,1.0
1d,2025,W1,ETHUSDT,0.0063,"SMA(20,100)",20,100,0.2429,0.0063,1.0
1d,2025,W1,SHIBUSDT,0.0051,"SMA(20,100)",20,100,0.3232,0.0051,1.0
1d,2025,W2,PROMUSDT,0.4313,"SMA(20,100)",20,100,0.3247,0.4456,0.7286
1d,2025,W2,DEXEUSDT,0.1263,"SMA(20,100)",20,100,1.043,0.2323,1.0
1d,2025,W2,XRPUSDT,0.1235,"EMA(5,50)",5,50,3.7715,0.1746,1.0
1d,2025,W2,LDOUSDT,0.118,"SMA(5,100)",5,100,0.4441,0.1825,1.0
1d,2025,W2,ADAUSDT,0.052,"SMA(5,100)",5,100,1.4509,0.1006,1.0
1d,2025,W2,ZENUSDT,0.047,"EMA(5,50)",5,50,1.9513,0.1828,1.0
1d,2025,W2,DOGEUSDT,0.0399,"SMA(20,100)",20,100,2.1836,0.1094,1.0
1d,2025,W2,ALGOUSDT,0.0379,"SMA(5,100)",5,100,1.7842,0.091,1.0
1d,2025,W2,ZECUSDT,0.0217,"EMA(20,100)",20,100,0.449,0.0953,1.0
1d,2025,W2,FILUSDT,0.0188,"SMA(5,100)",5,100,0.287,0.0585,1.0
1d,2025,W2,BTCUSDT,0.0151,"EMA(5,50)",5,50,0.5441,0.043,1.0
1d,2025,W2,UNIUSDT,0.0151,"SMA(10,100)",10,100,0.9928,0.033,1.0
1d,2025,W2,XLMUSDT,0.011,"SMA(5,100)",5,100,3.253,0.0996,1.0
1d,2025,W2,LTCUSDT,0.0098,"EMA(20,50)",20,50,0.5317,0.0409,1.0
1d,2025,W2,HBARUSDT,0.0079,"EMA(5,50)",5,50,4.2211,0.0677,1.0
1d,2025,W2,BCHUSDT,0.0076,"SMA(10,100)",10,100,0.2046,0.0372,1.0
1d,2025,W2,AAVEUSDT,0.0076,"EMA(20,100)",20,100,2.0165,0.0524,1.0
1d,2025,W2,CRVUSDT,0.0069,"SMA(10,100)",10,100,1.9817,0.0694,1.0
1d,2025,W2,DASHUSDT,0.0061,"SMA(10,100)",10,100,0.4886,0.0721,1.0
1d,2025,W2,ETCUSDT,0.0051,"SMA(20,100)",20,100,0.2422,0.0325,1.0
1d,2025,W3,SOLUSDT,0.2157,"EMA(20,100)",20,100,0.6162,0.2157,1.0
1d,2025,W3,LINKUSDT,0.2081,"SMA(10,100)",10,100,1.3575,0.2081,1.0
1d,2025,W3,AAVEUSDT,0.1591,"EMA(20,100)",20,100,2.7834,0.2003,1.0
1d,2025,W3,BONKUSDT,0.1068,"SMA(5,20)",5,20,-0.0043,0.138,0.0
1d,2025,W3,DEXEUSDT,0.0966,"SMA(20,100)",20,100,1.3791,0.1924,1.0
1d,2025,W3,BTCUSDT,0.0563,"EMA(5,50)",5,50,0.6979,0.0605,1.0
1d,2025,W3,HBARUSDT,0.049,"EMA(5,50)",5,50,5.147,0.049,1.0
1d,2025,W3,TRXUSDT,0.0286,"SMA(5,100)",5,100,1.0576,0.0704,1.0
1d,2025,W3,LTCUSDT,0.0164,"EMA(20,50)",20,50,0.7803,0.0301,1.0
1d,2025,W3,XRPUSDT,0.0098,"EMA(5,50)",5,50,4.6742,0.0714,1.0
1d,2025,W3,ETCUSDT,-0.0004,"SMA(20,100)",20,100,0.3268,0.0669,1.0
1d,2025,W3,ENAUSDT,-0.0097,"EMA(20,50)",20,50,1.6198,0.104,1.0
1d,2025,W3,INJUSDT,-0.0134,"SMA(5,20)",5,20,-0.08,0.1038,0.0
1d,2025,W3,BNBUSDT,-0.0306,"SMA(5,100)",5,100,0.2225,0.0152,1.0
1d,2025,W3,BCHUSDT,-0.0306,"SMA(20,100)",20,100,0.2141,0.0464,1.0
1d,2025,W3,DOGEUSDT,-0.0349,"SMA(20,100)",20,100,2.3298,0.0516,1.0
1d,2025,W3,ETHUSDT,-0.0356,"SMA(20,100)",20,100,0.2226,0.0345,1.0
1d,2025,W3,SUIUSDT,-0.0367,"SMA(5,50)",5,50,4.2398,0.0567,1.0
1d,2025,W3,ALGOUSDT,-0.0457,"SMA(5,100)",5,100,2.168,0.0666,1.0
1d,2025,W3,JSTUSDT,-0.0459,"SMA(20,100)",20,100,0.3321,0.0465,1.0
1d,2025,W4,DEXEUSDT,-0.0055,"SMA(20,100)",20,100,1.3689,0.0497,1.0
1d,2025,W4,BTCUSDT,-0.0222,"EMA(5,50)",5,50,0.6217,0.0,0.0
1d,2025,W4,XRPUSDT,-0.0378,"EMA(5,50)",5,50,4.4704,0.0126,1.0
1d,2025,W4,LDOUSDT,-0.0399,"SMA(5,100)",5,100,0.3925,0.0,0.0
1d,2025,W4,LTCUSDT,-0.0445,"EMA(20,50)",20,50,0.6458,0.0,0.0
1d,2025,W4,BNBUSDT,-0.0478,"SMA(5,100)",5,100,0.1689,0.0,0.0
1d,2025,W4,ETHUSDT,-0.0509,"EMA(20,100)",20,100,-0.0331,0.0,0.0
1d,2025,W4,TRXUSDT,-0.0532,"SMA(5,100)",5,100,1.0173,0.0,0.0
1d,2025,W4,ETCUSDT,-0.0672,"SMA(10,100)",10,100,0.1447,0.0,0.0
1d,2025,W4,ADAUSDT,-0.0672,"SMA(5,100)",5,100,1.2542,0.0,0.0
1d,2025,W4,JSTUSDT,-0.0803,"SMA(20,100)",20,100,0.2645,0.0,0.0
1d,2025,W4,HBARUSDT,-0.0813,"EMA(5,50)",5,50,4.4458,0.0,0.0
1d,2025,W4,XLMUSDT,-0.0838,"SMA(5,100)",5,100,2.8804,0.0,0.0
1d,2025,W4,ALGOUSDT,-0.1031,"SMA(5,100)",5,100,1.7155,0.0,0.0
1d,2025,W4,LINKUSDT,-0.1063,"SMA(10,100)",10,100,0.9965,0.0,0.0
1d,2026,W1,RENDERUSDT,0.6278,"SMA(5,20)",5,20,0.4858,0.6278,0.7738
1d,2026,W1,VIRTUALUSDT,0.5006,"SMA(5,20)",5,20,0.1968,0.5006,0.3932
1d,2026,W1,BONKUSDT,0.3598,"EMA(5,20)",5,20,0.2002,0.3598,0.5565
1d,2026,W1,PEPEUSDT,0.3306,"SMA(5,20)",5,20,0.5845,0.3306,1.0
1d,2026,W1,WIFUSDT,0.2881,"SMA(5,20)",5,20,-0.0371,0.2881,0.0
1d,2026,W1,FETUSDT,0.2853,"SMA(5,20)",5,20,0.1412,0.2853,0.4949
1d,2026,W1,PENGUUSDT,0.2722,"SMA(5,20)",5,20,0.1086,0.2722,0.3988
1d,2026,W1,FLOKIUSDT,0.2444,"SMA(5,20)",5,20,0.1298,0.2444,0.5309
1d,2026,W1,SUIUSDT,0.2365,"SMA(5,20)",5,20,0.1325,0.2365,0.5603
1d,2026,W1,POLUSDT,0.2062,"SMA(5,20)",5,20,0.1081,0.2062,0.5244
1d,2026,W1,ATOMUSDT,0.1836,"SMA(5,20)",5,20,0.2461,0.1836,1.0
1d,2026,W1,TAOUSDT,0.1783,"SMA(5,20)",5,20,0.0648,0.1783,0.3637
1d,2026,W1,SHIBUSDT,0.1756,"SMA(5,20)",5,20,0.0841,0.1756,0.4787
1d,2026,W1,PNUTUSDT,0.1691,"SMA(5,20)",5,20,0.0734,0.1691,0.4342
1d,2026,W1,INJUSDT,0.1633,"SMA(5,20)",5,20,0.014,0.1633,0.0859
1d,2026,W1,DOGEUSDT,0.1558,"SMA(5,20)",5,20,0.024,0.1558,0.1541
1d,2026,W1,XRPUSDT,0.1512,"SMA(5,20)",5,20,0.0787,0.1512,0.5202
1d,2026,W1,WLFIUSDT,0.1486,"SMA(10,20)",10,20,0.1685,0.1486,1.0
1d,2026,W1,WLDUSDT,0.1403,"SMA(5,20)",5,20,0.0168,0.1403,0.1195
1d,2026,W1,ALGOUSDT,0.1336,"SMA(5,20)",5,20,0.1626,0.1336,1.0
1d,2026,W1,TIAUSDT,0.131,"SMA(5,20)",5,20,0.0654,0.131,0.4991
1d,2026,W1,ADAUSDT,0.1273,"SMA(5,20)",5,20,0.0045,0.1273,0.0353
1d,2026,W1,AAVEUSDT,0.1257,"SMA(10,20)",10,20,0.0,0.1257,0.0
1d,2026,W1,XLMUSDT,0.1202,"SMA(5,20)",5,20,0.006,0.1202,0.0501
1d,2026,W1,ARKMUSDT,0.1158,"SMA(5,20)",5,20,0.0291,0.1158,0.2515
1d,2026,W2,DASHUSDT,1.0642,"SMA(10,20)",10,20,0.3572,1.1472,0.3114
1d,2026,W2,ICPUSDT,0.4277,"SMA(5,20)",5,20,0.3905,0.4607,0.8475
1d,2026,W2,CHZUSDT,0.2566,"SMA(10,20)",10,20,0.7966,0.2566,1.0
1d,2026,W2,ZENUSDT,0.2188,"SMA(10,20)",10,20,0.2691,0.3625,0.7423
1d,2026,W2,BLURUSDT,0.2135,"SMA(5,20)",5,20,0.2853,0.2798,1.0
1d,2026,W2,ZROUSDT,0.1559,"SMA(5,20)",5,20,0.1864,0.1559,1.0
1d,2026,W2,POLUSDT,0.1458,"SMA(5,20)",5,20,0.346,0.1458,1.0
1d,2026,W2,ORDIUSDT,0.1227,"SMA(5,20)",5,20,0.1913,0.1944,0.9841
1d,2026,W2,OPUSDT,0.1079,"SMA(5,20)",5,20,0.1485,0.1366,1.0
1d,2026,W2,AAVEUSDT,0.0871,"EMA(10,20)",10,20,0.0675,0.0871,0.7747
1d,2026,W2,WIFUSDT,0.0842,"SMA(10,50)",10,50,0.0619,0.1135,0.5449
1d,2026,W2,TIAUSDT,0.0802,"SMA(5,20)",5,20,0.1179,0.116,1.0
1d,2026,W2,ETHUSDT,0.08,"SMA(5,20)",5,20,0.1167,0.0864,1.0
1d,2026,W2,PENGUUSDT,0.0759,"SMA(5,20)",5,20,0.1852,0.0893,1.0
1d,2026,W2,DYDXUSDT,0.0688,"SMA(5,20)",5,20,0.1359,0.0766,1.0
1d,2026,W2,NEARUSDT,0.0688,"SMA(5,20)",5,20,0.1893,0.0771,1.0
1d,2026,W2,LINKUSDT,0.0673,"SMA(10,20)",10,20,0.0657,0.0787,0.8345
1d,2026,W2,BTCUSDT,0.0639,"SMA(5,20)",5,20,0.091,0.0708,1.0
1d,2026,W2,FILUSDT,0.0628,"SMA(5,20)",5,20,0.2062,0.0935,1.0
1d,2026,W2,BNBUSDT,0.0621,"SMA(5,20)",5,20,0.0981,0.0621,1.0
1d,2026,W2,INJUSDT,0.0616,"SMA(10,50)",10,50,0.0685,0.1008,0.6797
1d,2026,W2,SOLUSDT,0.0601,"SMA(5,20)",5,20,0.1085,0.0799,1.0
1d,2026,W2,ZECUSDT,0.0599,"EMA(20,50)",20,50,9.5431,0.1911,1.0
1d,2026,W2,APTUSDT,0.0598,"SMA(10,20)",10,20,0.1514,0.0977,1.0
1d,2026,W2,ARUSDT,0.0574,"SMA(5,20)",5,20,0.1808,0.1035,1.0
1d,2026,W3,ZROUSDT,0.1884,"SMA(5,20)",5,20,0.3879,0.1884,1.0
1d,2026,W3,BIOUSDT,0.1127,"SMA(5,20)",5,20,0.0304,0.1127,0.2701
1d,2026,W3,JSTUSDT,0.0695,"EMA(5,50)",5,50,0.3412,0.1247,1.0
1d,2026,W3,ENJUSDT,0.0371,"SMA(5,20)",5,20,0.0456,0.0371,1.0
1d,2026,W3,XUSDUSDT,0.0009,"SMA(5,100)",5,100,0.0012,0.0009,1.0
1d,2026,W3,WLFIUSDT,-0.0012,"SMA(10,20)",10,20,0.1685,0.0505,1.0
1d,2026,W3,BCHUSDT,-0.0093,"EMA(5,100)",5,100,0.0849,0.0206,1.0
1d,2026,W3,NEIROUSDT,-0.0265,"SMA(20,50)",20,50,-0.1116,0.1348,0.0
1d,2026,W3,ATOMUSDT,-0.0388,"SMA(10,20)",10,20,0.146,0.0339,1.0
1d,2026,W3,TRXUSDT,-0.0429,"SMA(10,20)",10,20,0.067,0.0077,1.0
1d,2026,W3,SHIBUSDT,-0.0511,"SMA(20,50)",20,50,-0.0879,0.0323,0.0
1d,2026,W3,BNBUSDT,-0.0516,"SMA(5,20)",5,20,0.0217,0.0,0.0
1d,2026,W3,XRPUSDT,-0.0631,"SMA(20,50)",20,50,-0.0902,0.0303,0.0
1d,2026,W3,BTCUSDT,-0.0644,"SMA(10,20)",10,20,-0.006,0.0119,0.0
1d,2026,W3,BLURUSDT,-0.0664,"SMA(5,20)",5,20,0.0515,0.006,1.0
1d,2026,W3,AAVEUSDT,-0.0701,"SMA(10,20)",10,20,-0.0474,0.0415,0.0
1d,2026,W3,ADAUSDT,-0.0704,"SMA(20,50)",20,50,0.043,0.043,1.0
1d,2026,W3,XLMUSDT,-0.0713,"SMA(20,50)",20,50,0.0,0.0246,0.0
1d,2026,W3,TONUSDT,-0.0775,"SMA(10,50)",10,50,-0.1348,0.029,0.0
1d,2026,W3,ETCUSDT,-0.0777,"SMA(20,50)",20,50,0.0,0.0122,0.0
1d,2026,W4,CHZUSDT,0.1098,"SMA(20,50)",20,50,0.757,0.1308,1.0
1d,2026,W4,ALGOUSDT,0.0642,"SMA(20,50)",20,50,-0.079,0.1015,0.0
1d,2026,W4,PNUTUSDT,0.0308,"SMA(20,50)",20,50,-0.1625,0.0806,0.0
1d,2026,W4,ETHUSDT,0.02,"SMA(20,50)",20,50,-0.0507,0.0679,0.0
1d,2026,W4,VIRTUALUSDT,0.0199,"SMA(20,50)",20,50,-0.1792,0.1153,0.0
1d,2026,W4,BNBUSDT,0.0173,"SMA(5,50)",5,50,0.0045,0.0434,0.1046
1d,2026,W4,PENGUUSDT,0.0164,"SMA(20,50)",20,50,-0.154,0.0828,0.0
1d,2026,W4,ZECUSDT,0.0149,"EMA(20,100)",20,100,6.8011,0.1248,1.0
1d,2026,W4,TIAUSDT,0.0136,"SMA(20,50)",20,50,-0.1988,0.0794,0.0
1d,2026,W4,PEPEUSDT,0.004,"SMA(20,100)",20,100,-0.2048,0.0507,0.0
1d,2026,W4,JSTUSDT,0.0018,"EMA(5,50)",5,50,0.3343,0.1056,1.0
